word,is_target,arena,extracted_sentences,eligible_sentences,seed,sampled_sentences,minimum_required,threshold_met,profile_status,missing_reason,model_used
sensor,False,NYT,328,328,11,328,100,True,OK,,327
sentiment,False,NYT,275,275,11,275,100,True,OK,,271
separated,False,NYT,99,99,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
serves,False,NYT,312,312,11,312,100,True,OK,,311
service,False,NYT,3594,500,11,500,100,True,OK,,484
serving,False,NYT,332,332,11,332,100,True,OK,,332
session,False,NYT,493,493,11,493,100,True,OK,,489
sessions,False,NYT,324,324,11,324,100,True,OK,,317
settings,False,NYT,371,371,11,371,100,True,OK,,361
setup,False,NYT,96,96,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sharply,False,NYT,346,346,11,346,100,True,OK,,346
shift,False,NYT,1255,500,11,500,100,True,OK,,489
shifting,False,NYT,371,371,11,371,100,True,OK,,363
shore,False,NYT,99,99,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
short,False,NYT,1653,500,11,500,100,True,OK,,496
short-term,False,NYT,286,286,11,286,100,True,OK,,286
shortly,False,NYT,323,323,11,323,100,True,OK,,323
shows,False,NYT,1775,500,11,500,100,True,OK,,487
shutdown,False,NYT,92,92,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sidelines,False,NYT,100,100,11,100,100,True,OK,,100
significant,False,NYT,1611,500,11,500,100,True,OK,,499
silly,False,NYT,106,106,11,106,100,True,OK,,102
similar,False,NYT,2891,500,11,500,100,True,OK,,496
similarly,False,NYT,370,370,11,370,100,True,OK,,370
simple,False,NYT,1123,500,11,500,100,True,OK,,495
simulations,False,NYT,111,111,11,111,100,True,OK,,111
single,False,NYT,1340,500,11,500,100,True,OK,,497
six,False,NYT,1621,500,11,500,100,True,OK,,497
skeptical,False,NYT,426,426,11,426,100,True,OK,,426
skin,False,NYT,329,329,11,329,100,True,OK,,317
slack,False,NYT,245,245,11,245,100,True,OK,,244
sleep,False,NYT,438,438,11,438,100,True,OK,,393
slowly,False,NYT,338,338,11,338,100,True,OK,,337
small,False,NYT,3442,500,11,500,100,True,OK,,492
smaller,False,NYT,1191,500,11,500,100,True,OK,,488
smallest,False,NYT,103,103,11,103,100,True,OK,,100
snapchat,False,NYT,295,295,11,295,100,True,OK,,287
so,False,NYT,14898,500,11,500,100,True,OK,,470
socially,False,NYT,130,130,11,130,100,True,OK,,130
sold,False,NYT,1236,500,11,500,100,True,OK,,494
sole,False,NYT,106,106,11,106,100,True,OK,,106
somebody,False,NYT,316,316,11,316,100,True,OK,,309
sometimes,False,NYT,2141,500,11,500,100,True,OK,,485
somewhat,False,NYT,333,333,11,333,100,True,OK,,333
son,False,NYT,1082,500,11,500,100,True,OK,,493
sons,False,NYT,93,93,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sony,False,NYT,207,207,11,207,100,True,OK,,198
sorts,False,NYT,321,321,11,321,100,True,OK,,318
source,False,NYT,1181,500,11,500,100,True,OK,,489
south,False,NYT,1799,500,11,500,100,True,OK,,488
space,False,NYT,2434,500,11,500,100,True,OK,,478
speed,False,NYT,1080,500,11,500,100,True,OK,,495
spent,False,NYT,2103,500,11,500,100,True,OK,,497
spies,False,NYT,105,105,11,105,100,True,OK,,104
spotify,False,NYT,306,306,11,306,100,True,OK,,292
spying,False,NYT,105,105,11,105,100,True,OK,,105
square,False,NYT,733,500,11,500,100,True,OK,,472
st,False,NYT,634,500,11,500,100,True,OK,,234
st-century,False,NYT,96,96,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
stack,False,NYT,101,101,11,101,100,True,OK,,101
staff,False,NYT,1389,500,11,500,100,True,OK,,494
stages,False,NYT,313,313,11,313,100,True,OK,,312
stand,False,NYT,669,500,11,500,100,True,OK,,492
standing,False,NYT,435,435,11,435,100,True,OK,,431
started,False,NYT,3160,500,11,500,100,True,OK,,493
starting,False,NYT,1317,500,11,500,100,True,OK,,499
statement,False,NYT,1909,500,11,500,100,True,OK,,488
statements,False,NYT,368,368,11,368,100,True,OK,,368
static,False,NYT,51,51,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
statistics,False,NYT,364,364,11,364,100,True,OK,,358
stay,False,NYT,1057,500,11,500,100,True,OK,,494
steady,False,NYT,363,363,11,363,100,True,OK,,363
steel,False,NYT,308,308,11,308,100,True,OK,,291
stepped,False,NYT,335,335,11,335,100,True,OK,,333
steve,False,NYT,670,500,11,500,100,True,OK,,483
store,False,NYT,1531,500,11,500,100,True,OK,,480
strategy,False,NYT,1722,500,11,500,100,True,OK,,491
streets,False,NYT,423,423,11,423,100,True,OK,,416
stress,False,NYT,287,287,11,287,100,True,OK,,280
string,False,NYT,210,210,11,210,100,True,OK,,206
stroke,False,NYT,103,103,11,103,100,True,OK,,101
strong,False,NYT,1259,500,11,500,100,True,OK,,496
structural,False,NYT,118,118,11,118,100,True,OK,,118
structured,False,NYT,103,103,11,103,100,True,OK,,103
studied,False,NYT,461,461,11,461,100,True,OK,,458
study,False,NYT,2621,500,11,500,100,True,OK,,494
submarine,False,NYT,89,89,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
subscription,False,NYT,374,374,11,374,100,True,OK,,368
substantial,False,NYT,331,331,11,331,100,True,OK,,328
succeed,False,NYT,297,297,11,297,100,True,OK,,297
success,False,NYT,1336,500,11,500,100,True,OK,,499
suggesting,False,NYT,380,380,11,380,100,True,OK,,380
suggestions,False,NYT,414,414,11,414,100,True,OK,,412
summarizing,False,NYT,108,108,11,108,100,True,OK,,108
summers,False,NYT,99,99,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sunny,False,NYT,111,111,11,111,100,True,OK,,110
support,False,NYT,2878,500,11,500,100,True,OK,,493
supports,False,NYT,248,248,11,248,100,True,OK,,248
sure,False,NYT,1705,500,11,500,100,True,OK,,493
surface,False,NYT,389,389,11,389,100,True,OK,,388
sustainable,False,NYT,235,235,11,235,100,True,OK,,234
swift,False,NYT,352,352,11,352,100,True,OK,,347
switch,False,NYT,252,252,11,252,100,True,OK,,250
switched,False,NYT,109,109,11,109,100,True,OK,,109
symbols,False,NYT,84,84,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
synthetic,False,NYT,338,338,11,338,100,True,OK,,329
systems,False,NYT,5858,500,11,500,100,True,OK,,480
table,False,NYT,669,500,11,500,100,True,OK,,489
tactics,False,NYT,343,343,11,343,100,True,OK,,339
taking,False,NYT,2410,500,11,500,100,True,OK,,492
tasks,False,NYT,1804,500,11,500,100,True,OK,,493
technically,False,NYT,133,133,11,133,100,True,OK,,133
tells,False,NYT,335,335,11,335,100,True,OK,,335
tentative,False,NYT,110,110,11,110,100,True,OK,,108
term,False,NYT,1421,500,11,500,100,True,OK,,486
terminator,False,NYT,132,132,11,132,100,True,OK,,128
terms,False,NYT,1335,500,11,500,100,True,OK,,487
tested,False,NYT,670,500,11,500,100,True,OK,,498
testing,False,NYT,1328,500,11,500,100,True,OK,,486
thanksgiving,False,NYT,139,139,11,139,100,True,OK,,136
them,False,NYT,13616,500,11,500,100,True,OK,,477
theme,False,NYT,332,332,11,332,100,True,OK,,329
themselves,False,NYT,2036,500,11,500,100,True,OK,,495
theory,False,NYT,682,500,11,500,100,True,OK,,492
therapists,False,NYT,112,112,11,112,100,True,OK,,112
thoughts,False,NYT,452,452,11,452,100,True,OK,,446
threatened,False,NYT,328,328,11,328,100,True,OK,,328
threw,False,NYT,105,105,11,105,100,True,OK,,105
thriving,False,NYT,124,124,11,124,100,True,OK,,124
timing,False,NYT,195,195,11,195,100,True,OK,,195
title,False,NYT,451,451,11,451,100,True,OK,,443
today,False,NYT,3452,500,11,500,100,True,OK,,498
tokens,False,NYT,66,66,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
tone,False,NYT,328,328,11,328,100,True,OK,,328
took,False,NYT,3159,500,11,500,100,True,OK,,496
totally,False,NYT,288,288,11,288,100,True,OK,,286
touching,False,NYT,130,130,11,130,100,True,OK,,127
track,False,NYT,1400,500,11,500,100,True,OK,,497
traditionally,False,NYT,244,244,11,244,100,True,OK,,239
train,False,NYT,1339,500,11,500,100,True,OK,,497
trained,False,NYT,1084,500,11,500,100,True,OK,,494
transfer,False,NYT,256,256,11,256,100,True,OK,,256
transfers,False,NYT,98,98,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
transit,False,NYT,120,120,11,120,100,True,OK,,112
transition,False,NYT,669,500,11,500,100,True,OK,,494
translate,False,NYT,468,468,11,468,100,True,OK,,445
trauma,False,NYT,101,101,11,101,100,True,OK,,100
treat,False,NYT,351,351,11,351,100,True,OK,,338
trillions,False,NYT,111,111,11,111,100,True,OK,,111
trolls,False,NYT,98,98,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
trust,False,NYT,1167,500,11,500,100,True,OK,,488
try,False,NYT,2044,500,11,500,100,True,OK,,497
tumor,False,NYT,114,114,11,114,100,True,OK,,107
tweets,False,NYT,316,316,11,316,100,True,OK,,311
type,False,NYT,1109,500,11,500,100,True,OK,,489
typically,False,NYT,1101,500,11,500,100,True,OK,,494
uber,False,NYT,1209,500,11,500,100,True,OK,,478
ultimate,False,NYT,286,286,11,286,100,True,OK,,282
ultimately,False,NYT,1066,500,11,500,100,True,OK,,498
undercut,False,NYT,102,102,11,102,100,True,OK,,102
undermining,False,NYT,138,138,11,138,100,True,OK,,138
unexpected,False,NYT,370,370,11,370,100,True,OK,,367
unfairly,False,NYT,117,117,11,117,100,True,OK,,117
unintended,False,NYT,135,135,11,135,100,True,OK,,135
universe,False,NYT,420,420,11,420,100,True,OK,,414
unnecessary,False,NYT,102,102,11,102,100,True,OK,,102
unreliable,False,NYT,117,117,11,117,100,True,OK,,117
until,False,NYT,2302,500,11,500,100,True,OK,,492
unwanted,False,NYT,99,99,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
update,False,NYT,372,372,11,372,100,True,OK,,366
updated,False,NYT,306,306,11,306,100,True,OK,,305
upend,False,NYT,111,111,11,111,100,True,OK,,111
upgrade,False,NYT,224,224,11,224,100,True,OK,,224
urban,False,NYT,357,357,11,357,100,True,OK,,350
uses,False,NYT,2204,500,11,500,100,True,OK,,495
using,False,NYT,6652,500,11,500,100,True,OK,,491
usual,False,NYT,326,326,11,326,100,True,OK,,322
vaccine,False,NYT,278,278,11,278,100,True,OK,,260
value,False,NYT,1714,500,11,500,100,True,OK,,484
variants,False,NYT,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
variety,False,NYT,699,500,11,500,100,True,OK,,497
varying,False,NYT,113,113,11,113,100,True,OK,,113
venture,False,NYT,2236,500,11,500,100,True,OK,,486
venue,False,NYT,93,93,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
verification,False,NYT,110,110,11,110,100,True,OK,,110
versions,False,NYT,650,500,11,500,100,True,OK,,497
versus,False,NYT,266,266,11,266,100,True,OK,,258
veteran,False,NYT,304,304,11,304,100,True,OK,,303
victoria,False,NYT,101,101,11,101,100,True,OK,,98
victory,False,NYT,464,464,11,464,100,True,OK,,458
video,False,NYT,4602,500,11,500,100,True,OK,,484
violations,False,NYT,313,313,11,313,100,True,OK,,312
viral,False,NYT,439,439,11,439,100,True,OK,,438
virginia,False,NYT,434,434,11,434,100,True,OK,,426
virtual,False,NYT,1899,500,11,500,100,True,OK,,479
visible,False,NYT,304,304,11,304,100,True,OK,,301
vision,False,NYT,1620,500,11,500,100,True,OK,,494
visits,False,NYT,295,295,11,295,100,True,OK,,292
voice,False,NYT,2531,500,11,500,100,True,OK,,464
voting,False,NYT,400,400,11,400,100,True,OK,,383
vulnerable,False,NYT,479,479,11,479,100,True,OK,,473
waiting,False,NYT,471,471,11,471,100,True,OK,,467
walks,False,NYT,135,135,11,135,100,True,OK,,135
wants,False,NYT,1397,500,11,500,100,True,OK,,493
warning,False,NYT,774,500,11,500,100,True,OK,,499
watchdog,False,NYT,128,128,11,128,100,True,OK,,127
water,False,NYT,1069,500,11,500,100,True,OK,,457
wear,False,NYT,327,327,11,327,100,True,OK,,313
websites,False,NYT,781,500,11,500,100,True,OK,,494
wednesday,False,NYT,2187,500,11,500,100,True,OK,,494
whatever,False,NYT,648,500,11,500,100,True,OK,,491
wheel,False,NYT,308,308,11,308,100,True,OK,,306
whenever,False,NYT,232,232,11,232,100,True,OK,,232
whereas,False,NYT,110,110,11,110,100,True,OK,,110
why,False,NYT,3059,500,11,500,100,True,OK,,492
widening,False,NYT,111,111,11,111,100,True,OK,,111
williams,False,NYT,311,311,11,311,100,True,OK,,308
wilson,False,NYT,469,469,11,469,100,True,OK,,459
window,False,NYT,318,318,11,318,100,True,OK,,314
winners,False,NYT,229,229,11,229,100,True,OK,,228
witness,False,NYT,123,123,11,123,100,True,OK,,119
wolf,False,NYT,114,114,11,114,100,True,OK,,107
wonder,False,NYT,414,414,11,414,100,True,OK,,410
word,False,NYT,1175,500,11,500,100,True,OK,,475
worn,False,NYT,127,127,11,127,100,True,OK,,127
worth,False,NYT,1331,500,11,500,100,True,OK,,495
writer,False,NYT,730,500,11,500,100,True,OK,,496
yahoo,False,NYT,324,324,11,324,100,True,OK,,302
yard,False,NYT,101,101,11,101,100,True,OK,,101
zero,False,NYT,409,409,11,409,100,True,OK,,395
zoo,False,NYT,96,96,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
able,False,WSJ,1716,500,11,500,100,True,OK,,485
abroad,False,WSJ,146,146,11,146,100,True,OK,,146
absurd,False,WSJ,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
abused,False,WSJ,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
abusive,False,WSJ,56,56,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
academics,False,WSJ,157,157,11,157,100,True,OK,,157
accompanied,False,WSJ,38,38,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
accomplished,False,WSJ,62,62,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
accustomed,False,WSJ,65,65,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
acted,False,WSJ,42,42,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
actively,False,WSJ,171,171,11,171,100,True,OK,,168
activism,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
adapt,False,WSJ,185,185,11,185,100,True,OK,,184
add,False,WSJ,688,500,11,500,100,True,OK,,495
added,False,WSJ,1442,500,11,500,100,True,OK,,494
adjust,False,WSJ,176,176,11,176,100,True,OK,,176
adjusting,False,WSJ,68,68,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
admissions,False,WSJ,63,63,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
adults,False,WSJ,159,159,11,159,100,True,OK,,158
advanced,False,WSJ,1661,500,11,500,100,True,OK,,496
advantages,False,WSJ,148,148,11,148,100,True,OK,,148
advertisements,False,WSJ,69,69,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
advisory,False,WSJ,192,192,11,192,100,True,OK,,188
affect,False,WSJ,274,274,11,274,100,True,OK,,270
affordable,False,WSJ,158,158,11,158,100,True,OK,,158
africa,False,WSJ,157,157,11,157,100,True,OK,,149
after,False,WSJ,6757,500,11,500,100,True,OK,,488
age,False,WSJ,803,500,11,500,100,True,OK,,479
ages,False,WSJ,114,114,11,114,100,True,OK,,111
aggressive,False,WSJ,257,257,11,257,100,True,OK,,257
aging,False,WSJ,177,177,11,177,100,True,OK,,177
agree,False,WSJ,234,234,11,234,100,True,OK,,233
agreement,False,WSJ,460,460,11,460,100,True,OK,,453
agreements,False,WSJ,180,180,11,180,100,True,OK,,180
aircraft,False,WSJ,279,279,11,279,100,True,OK,,277
alert,False,WSJ,205,205,11,205,100,True,OK,,204
all,False,WSJ,6585,500,11,500,100,True,OK,,484
alliance,False,WSJ,244,244,11,244,100,True,OK,,242
allow,False,WSJ,956,500,11,500,100,True,OK,,496
allowed,False,WSJ,441,441,11,441,100,True,OK,,440
allows,False,WSJ,605,500,11,500,100,True,OK,,499
almost,False,WSJ,1283,500,11,500,100,True,OK,,493
alone,False,WSJ,479,479,11,479,100,True,OK,,478
along,False,WSJ,920,500,11,500,100,True,OK,,497
alongside,False,WSJ,279,279,11,279,100,True,OK,,279
altman,False,WSJ,891,500,11,500,100,True,OK,,472
aluminum,False,WSJ,56,56,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
america,False,WSJ,1322,500,11,500,100,True,OK,,491
amount,False,WSJ,711,500,11,500,100,True,OK,,490
amounts,False,WSJ,454,454,11,454,100,True,OK,,453
analyzed,False,WSJ,133,133,11,133,100,True,OK,,133
andrew,False,WSJ,261,261,11,261,100,True,OK,,261
animal,False,WSJ,80,80,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
announced,False,WSJ,1234,500,11,500,100,True,OK,,499
answer,False,WSJ,798,500,11,500,100,True,OK,,489
antitrust,False,WSJ,443,443,11,443,100,True,OK,,430
any,False,WSJ,3023,500,11,500,100,True,OK,,493
anywhere,False,WSJ,167,167,11,167,100,True,OK,,166
appearances,False,WSJ,38,38,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
applicants,False,WSJ,190,190,11,190,100,True,OK,,189
applying,False,WSJ,186,186,11,186,100,True,OK,,183
approaches,False,WSJ,171,171,11,171,100,True,OK,,169
apps,False,WSJ,1269,500,11,500,100,True,OK,,480
arabia,False,WSJ,174,174,11,174,100,True,OK,,170
area,False,WSJ,794,500,11,500,100,True,OK,,492
argentina,False,WSJ,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
arms,False,WSJ,279,279,11,279,100,True,OK,,278
around,False,WSJ,3431,500,11,500,100,True,OK,,496
arsenal,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
article,False,WSJ,945,500,11,500,100,True,OK,,498
aside,False,WSJ,146,146,11,146,100,True,OK,,146
ask,False,WSJ,819,500,11,500,100,True,OK,,494
asking,False,WSJ,439,439,11,439,100,True,OK,,434
asks,False,WSJ,151,151,11,151,100,True,OK,,151
assess,False,WSJ,201,201,11,201,100,True,OK,,201
assignments,False,WSJ,64,64,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
assistance,False,WSJ,135,135,11,135,100,True,OK,,135
assistant,False,WSJ,1057,500,11,500,100,True,OK,,491
associated,False,WSJ,290,290,11,290,100,True,OK,,290
assumed,False,WSJ,63,63,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
assuming,False,WSJ,72,72,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
attention,False,WSJ,646,500,11,500,100,True,OK,,496
attitudes,False,WSJ,38,38,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
attracted,False,WSJ,164,164,11,164,100,True,OK,,164
attractive,False,WSJ,197,197,11,197,100,True,OK,,197
augmented,False,WSJ,160,160,11,160,100,True,OK,,159
austin,False,WSJ,203,203,11,203,100,True,OK,,203
author,False,WSJ,434,434,11,434,100,True,OK,,431
auto,False,WSJ,865,500,11,500,100,True,OK,,483
automate,False,WSJ,190,190,11,190,100,True,OK,,189
autonomous,False,WSJ,1031,500,11,500,100,True,OK,,486
autor,False,WSJ,47,47,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
away,False,WSJ,1266,500,11,500,100,True,OK,,500
baked,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
ban,False,WSJ,270,270,11,270,100,True,OK,,267
banned,False,WSJ,179,179,11,179,100,True,OK,,179
bar,False,WSJ,235,235,11,235,100,True,OK,,229
barely,False,WSJ,145,145,11,145,100,True,OK,,144
barrett,False,WSJ,22,22,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
barriers,False,WSJ,180,180,11,180,100,True,OK,,180
basic,False,WSJ,480,480,11,480,100,True,OK,,478
bay,False,WSJ,172,172,11,172,100,True,OK,,170
bear,False,WSJ,145,145,11,145,100,True,OK,,142
beatles,False,WSJ,35,35,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
beginning,False,WSJ,472,472,11,472,100,True,OK,,471
behalf,False,WSJ,135,135,11,135,100,True,OK,,135
behavior,False,WSJ,603,500,11,500,100,True,OK,,489
behind,False,WSJ,1551,500,11,500,100,True,OK,,494
beijing,False,WSJ,1295,500,11,500,100,True,OK,,489
belief,False,WSJ,122,122,11,122,100,True,OK,,122
believe,False,WSJ,859,500,11,500,100,True,OK,,491
belong,False,WSJ,41,41,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
benefits,False,WSJ,680,500,11,500,100,True,OK,,497
bent,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
beta,False,WSJ,65,65,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
beyond,False,WSJ,938,500,11,500,100,True,OK,,499
biases,False,WSJ,139,139,11,139,100,True,OK,,138
big,False,WSJ,3576,500,11,500,100,True,OK,,487
biggest,False,WSJ,1632,500,11,500,100,True,OK,,493
billionaire,False,WSJ,164,164,11,164,100,True,OK,,164
biological,False,WSJ,127,127,11,127,100,True,OK,,127
bit,False,WSJ,495,495,11,495,100,True,OK,,488
black,False,WSJ,390,390,11,390,100,True,OK,,373
blade,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
blockchain,False,WSJ,166,166,11,166,100,True,OK,,165
board,False,WSJ,1477,500,11,500,100,True,OK,,472
boards,False,WSJ,174,174,11,174,100,True,OK,,169
boat,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
bodies,False,WSJ,98,98,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
body,False,WSJ,435,435,11,435,100,True,OK,,427
borrow,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
boss,False,WSJ,192,192,11,192,100,True,OK,,189
bought,False,WSJ,620,500,11,500,100,True,OK,,494
breaking,False,WSJ,148,148,11,148,100,True,OK,,148
breakthrough,False,WSJ,166,166,11,166,100,True,OK,,163
bright,False,WSJ,131,131,11,131,100,True,OK,,130
bring,False,WSJ,814,500,11,500,100,True,OK,,495
brings,False,WSJ,210,210,11,210,100,True,OK,,210
broadcasting,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
broadly,False,WSJ,225,225,11,225,100,True,OK,,225
broken,False,WSJ,150,150,11,150,100,True,OK,,148
brother,False,WSJ,124,124,11,124,100,True,OK,,120
brought,False,WSJ,458,458,11,458,100,True,OK,,456
brown,False,WSJ,240,240,11,240,100,True,OK,,237
browsers,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
brutal,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
brynjolfsson,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
built,False,WSJ,1088,500,11,500,100,True,OK,,495
bullying,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
bureaucracy,False,WSJ,64,64,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
businesses,False,WSJ,1976,500,11,500,100,True,OK,,497
buyers,False,WSJ,354,354,11,354,100,True,OK,,348
buzzfeed,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
cabinet,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
cables,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
calculations,False,WSJ,176,176,11,176,100,True,OK,,175
calendar,False,WSJ,147,147,11,147,100,True,OK,,141
call,False,WSJ,1524,500,11,500,100,True,OK,,489
calls,False,WSJ,898,500,11,500,100,True,OK,,491
came,False,WSJ,1166,500,11,500,100,True,OK,,496
cameras,False,WSJ,635,500,11,500,100,True,OK,,485
candidate,False,WSJ,233,233,11,233,100,True,OK,,227
cap,False,WSJ,161,161,11,161,100,True,OK,,157
capitalist,False,WSJ,126,126,11,126,100,True,OK,,125
captured,False,WSJ,122,122,11,122,100,True,OK,,122
capturing,False,WSJ,61,61,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
cards,False,WSJ,211,211,11,211,100,True,OK,,200
careful,False,WSJ,115,115,11,115,100,True,OK,,115
caregivers,False,WSJ,27,27,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
cargo,False,WSJ,61,61,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
carnegie,False,WSJ,195,195,11,195,100,True,OK,,189
carries,False,WSJ,65,65,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
cars,False,WSJ,1763,500,11,500,100,True,OK,,485
cases,False,WSJ,799,500,11,500,100,True,OK,,491
causing,False,WSJ,127,127,11,127,100,True,OK,,125
censor,False,WSJ,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
censorship,False,WSJ,134,134,11,134,100,True,OK,,134
certain,False,WSJ,940,500,11,500,100,True,OK,,491
certainly,False,WSJ,270,270,11,270,100,True,OK,,269
ces,False,WSJ,40,40,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
chairs,False,WSJ,41,41,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
challenges,False,WSJ,825,500,11,500,100,True,OK,,499
charitable,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
charts,False,WSJ,61,61,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
chase,False,WSJ,151,151,11,151,100,True,OK,,151
chasing,False,WSJ,57,57,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
checks,False,WSJ,166,166,11,166,100,True,OK,,162
chess,False,WSJ,205,205,11,205,100,True,OK,,188
choices,False,WSJ,164,164,11,164,100,True,OK,,163
choose,False,WSJ,293,293,11,293,100,True,OK,,289
choosing,False,WSJ,97,97,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
chose,False,WSJ,134,134,11,134,100,True,OK,,134
claim,False,WSJ,253,253,11,253,100,True,OK,,251
class,False,WSJ,439,439,11,439,100,True,OK,,423
classes,False,WSJ,187,187,11,187,100,True,OK,,185
clear,False,WSJ,976,500,11,500,100,True,OK,,497
clearly,False,WSJ,255,255,11,255,100,True,OK,,255
click,False,WSJ,211,211,11,211,100,True,OK,,197
clips,False,WSJ,61,61,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
close,False,WSJ,1131,500,11,500,100,True,OK,,497
co-workers,False,WSJ,58,58,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
cohen,False,WSJ,110,110,11,110,100,True,OK,,110
coherent,False,WSJ,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
cold,False,WSJ,229,229,11,229,100,True,OK,,223
collaborating,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
colleges,False,WSJ,141,141,11,141,100,True,OK,,136
column,False,WSJ,125,125,11,125,100,True,OK,,121
combat,False,WSJ,171,171,11,171,100,True,OK,,171
combine,False,WSJ,167,167,11,167,100,True,OK,,167
comes,False,WSJ,1247,500,11,500,100,True,OK,,494
comfortable,False,WSJ,177,177,11,177,100,True,OK,,177
coming,False,WSJ,1433,500,11,500,100,True,OK,,498
commands,False,WSJ,180,180,11,180,100,True,OK,,177
